A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,k-tsallis1,k-tsallis2,k-tsallis3,k-tsallis4,k-tsallis5
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,43.0,25.203912457521067,541.0,4.229019925832366,0.33333333333333337,1.3537809475241676,79.23383115816122,80.17154227327919,15.2767747888086,16.19490698407689,25.203912457521067,46.79102417323184,536.7709800741676,6427.476190476192,30.59611718915495,15.298058594577475,1.842647236236308,0.6738064012185245,0.33944538352420245,0.6102979226754464,0.7282239736728137,0.7539874957316186,0.7599647728703542,0.7616735448074704
0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,2,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,3,1,0,0,0,0,0,1,1,3,0,0,1,92.00000000000004,67.20806514164983,2350.0,9.441364991931868,0.3333333333333332,1.9897333522621556,239.336583079144,240.64802622808384,29.154450056041625,35.19419741453775,67.20806514164983,92.40478616485727,2340.558635008068,57911.47252747253,57.21058875031951,28.605294375159755,2.6014845986863464,0.31075819508318125,0.3003539411735535,0.6210220075352717,0.7365142598697035,0.7602250811269625,0.7651962743227101,0.7665701009314183
0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,64.00000000000001,36.99018168860301,1144.0,8.0,0.3333333333333333,1.6698113894069555,139.39153489362258,140.49346140804101,19.23044737829953,23.839793930330682,36.99018168860301,70.7314804235148,1136.0,19738.4126984127,46.89168649318411,23.445843246592048,2.1779927327128523,0.5813082910381114,0.291676985644334,0.6204860583906713,0.7267549897332379,0.7562460256847671,0.7627810809183131,0.7645159507380996
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,1,2,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,71.99999999999993,51.91140054712033,1302.0,12.254493291562973,0.3333333333333336,1.7244644837971022,149.83324063771695,150.88471487562478,19.781349311017593,30.89826938884757,51.91140054712033,67.66044443118976,1289.745506708437,22766.19718309859,36.762175042342186,18.381087521171093,2.081017231079404,0.4022191477814727,0.2023423561866894,0.641472123311234,0.7425022309100416,0.7594040097360082,0.7630957707643959,0.7646791000854164
2,1,1,4,0,0,2,1,2,0,1,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,1,0,1,0,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,2,2,0,1,1,2,0,0,0,2,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,2,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,3,0,0,0,123.0,83.8499361474772,4085.0,19.937234877196985,0.33333333333333337,2.3055526585412047,362.22368779526266,363.7051814538712,42.47687261918389,58.70030521284125,83.8499361474772,117.3050076981126,4065.062765122803,132281.45901639346,58.604702485271346,29.30235124263568,2.9449080308557947,0.32424768317182506,0.23992640194297515,0.6268668276725428,0.7411487738089442,0.7615366849820183,0.7662690564470962,0.7673866104065129
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,2,1,2,0,2,1,1,0,0,2,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,2,0,2,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,1,0,0,3,2,3,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,3,0,1,2,0,1,139.00000000000006,90.3938928517999,5025.0,10.52399669813921,0.3333333333333332,2.442878122299489,419.65938569273055,421.17714611051383,47.78263605609882,62.1516488671078,90.3938928517999,141.53431787152175,5014.476003301861,177390.18840579712,79.38266900441394,39.69133450220697,3.0191322711707222,0.34746827168871386,0.25738618434915456,0.6346031366893449,0.7439751240033682,0.7632211140590877,0.7669111139821654,0.7676110182828992
2,0,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,0,0,2,90.00000000000004,60.18146006622635,2118.0,22.0,0.3333333333333332,1.944969453871684,217.33384458017574,218.55141065919383,32.635477804615675,43.1750909946148,60.18146006622635,92.03981214982151,2096.0,47764.719101123585,48.864721155206716,24.432360577603358,2.4148204953352854,0.4116046443393234,0.2833898514863352,0.6337582076329898,0.7410183060347861,0.7606212924059462,0.7655523424902584,0.7667201238389469
0,1,0,0,0,1,1,0,1,1,0,0,2,0,2,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,1,0,2,0,3,1,0,2,3,0,1,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,110.0,76.13573009261768,3214.0,13.049136539647998,0.3333333333333333,2.2170068807247123,301.5393838290447,302.9194339857358,33.368957231384194,42.906783000170115,76.13573009261768,100.24883694857661,3200.950863460352,91760.18348623851,57.342053948406495,28.671026974203247,2.7412671257185877,0.3369138997105076,0.2422514454186098,0.6304078197736416,0.7411007506133143,0.7622232464073906,0.766182912606501,0.7671429783341237
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.0,51.820391274066935,1353.0,16.485559061644945,0.3333333333333333,1.7436644530833232,154.5962483374031,155.66613133384038,23.37890475868303,31.736959812227568,51.820391274066935,76.57576260085577,1336.5144409383552,24231.94444444444,44.838802788628186,22.419401394314093,2.117756826539768,0.4109985000355703,0.2772053461771466,0.6393989674794714,0.7443555264670485,0.7611072728643019,0.7650035669024841,0.7655700351535792
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,72.99999999999999,45.789307377744166,1365.0,6.661859370159007,0.33333333333333337,1.732887576908097,155.24174696260025,156.31609713085285,25.981985151252697,33.402951839713296,45.789307377744166,75.13134247823028,1358.338140629841,24434.722222222223,41.72839063851698,20.86419531925849,2.1265992734602777,0.5258384388474686,0.24220918509907405,0.6376303055412157,0.7435195740994226,0.7620303590285731,0.7653886155192782,0.7657027033717331
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.99999999999993,49.58550385376403,1381.0,8.601041667596746,0.3333333333333336,1.7204332175467068,157.175061635108,158.26279130329755,25.4208091985672,30.347377753791577,49.58550385376403,77.31356936569776,1372.3989583324033,25047.11111111111,46.966191611906204,23.483095805953102,2.1530830360973714,0.44691242814195625,0.34696157675627914,0.6354016365000722,0.7401549819979066,0.7610664793501591,0.7645860523727189,0.7655700351535792
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.99999999999997,47.173381341564934,1337.0,3.3155730956967444,0.3333333333333334,1.7506257693540004,153.68799562750505,154.75159306306205,22.621971640911557,32.61256592034575,47.173381341564934,72.16714589546302,1333.6844269043033,23948.05555555556,39.55457997511726,19.77728998755863,2.10531500859596,0.5041373313443018,0.18043569990249975,0.6416761804935819,0.7421678504120374,0.7593543031306796,0.7639539851014758,0.7651720304991179
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,72.99999999999996,53.254302727826726,1365.0,5.732713351999361,0.33333333333333354,1.7354551012032329,155.92305794846382,157.0021231278949,29.556966458302146,32.96508974626901,53.254302727826726,67.74188370511418,1359.267286648001,24649.66666666667,34.77679395884516,17.38839697942258,2.135932300663889,0.3799123272460377,0.2942251347522839,0.6376851114329625,0.7386899458627841,0.7599877396232242,0.7648427514505816,0.7659680398080405
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.99999999999997,43.84674606728439,1438.0,6.0,0.3333333333333335,1.794281854496781,163.7498091601941,164.8675682737304,25.51473704193397,27.594298739940022,43.84674606728439,72.61481479432098,1432.0,27181.31506849315,45.02051605438095,22.510258027190474,2.212835258921543,0.5524266700650091,0.25615637727466833,0.6327693740739117,0.7429366240405129,0.7627487195565549,0.7655936937076196,0.766030363213935
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.0,50.891569130942315,1285.0,4.9863789620324335,0.33333333333333337,1.7004948084589615,147.42455697745882,148.4738553223621,27.11603235145239,36.61438392441498,50.891569130942315,71.37140990888605,1280.0136210379676,22044.485714285718,34.757025984471056,17.378512992235528,2.0764022109501243,0.4091943285703533,0.2723994693800756,0.6386578596114235,0.7437420782198914,0.7609059626350994,0.7648059507357929,0.7656947947508786
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,72.99999999999999,57.16936049423241,1385.0,7.454539222395258,0.33333333333333337,1.7511941599893883,156.97133496278866,158.0576547409907,17.739835286843174,31.89610271891546,57.16936049423241,74.8059284256051,1377.5454607776046,24982.222222222223,42.90982570668962,21.45491285334481,2.1502922597642287,0.3025515361040988,0.2836619170262616,0.6347679167446296,0.7427530962829573,0.7608943876085639,0.7649711009895129,0.7657027033717331
0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.99999999999996,54.744620280119584,1389.0,6.919407500017632,0.33333333333333354,1.7371359379791782,157.97468151574162,159.06794495155555,22.761913906626678,31.405117311559692,54.744620280119584,77.41121911495584,1382.0805924999827,25302.61111111111,46.00610180339615,23.003050901698074,2.1640367330923524,0.3466766866321161,0.29677525086243506,0.6342056213185346,0.7407114299514066,0.7607345836214852,0.7652602659803469,0.7661007080261943
